id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
benqi,qi,BENQI,https://coin-images.coingecko.com/coins/images/16362/large/GergDDN3_400x400.jpg?1696515961,0.00124484,8961347,1226,8961347,524055.0,0.00126639,0.00123307,-1.7470440320251e-05,-1.384,-137176.74376078323,-1.50768,7200000000.0,7200000000.0,7200000000.0,0.39417,-99.68422,2021-08-24T03:58:11.390Z,0.00123307,0.945,2026-06-19T11:21:02.061Z,,2026-06-20T00:04:50.547Z
gvnr,gvnr,GVNR,https://coin-images.coingecko.com/coins/images/66847/large/Ticker_Logo.jpg?1751051785,0.561227,8936267,1227,11224547,5.61,,,,,,,15922721.876619251,20000000.0,20000000.0,3.99,-85.93508,2025-06-30T13:23:07.228Z,0.03570621,1471.79208,2026-02-25T16:46:29.767Z,,2026-06-18T20:40:01.906Z
tutorial,tut,Tutorial,https://coin-images.coingecko.com/coins/images/54299/large/image_2025-02-08_18-56-13.png?1739165439,0.01070866,8935563,1228,8935563,6964717.0,0.01161884,0.01010293,0.00060094,5.94537,480378.0,5.68146,834345748.2719251,834345748.2719251,1000000000.0,0.16971,-93.68882,2025-09-20T05:11:39.939Z,0.00028993,3594.24978,2025-02-13T07:49:25.810Z,,2026-06-20T00:04:45.438Z
adex,adx,heyAura,https://coin-images.coingecko.com/coins/images/847/large/token.png?1775296339,0.06037,8928450,1229,9055224,3039036.0,0.062396,0.058597,0.00057416,0.9602,51624.0,0.58156,147900000.0,150000000.0,150000000.0,3.49,-98.27274,2018-01-09T00:00:00.000Z,0.03511504,71.71356,2020-03-13T02:29:14.820Z,"{'times': -0.7484572311355578, 'currency': 'usd', 'percentage': -74.84572311355579}",2026-06-20T00:04:47.055Z
hivemapper,honey,Hivemapper,https://coin-images.coingecko.com/coins/images/28388/large/honey.png?1696527388,0.0015257,8915531,1231,9996733,196641.0,0.00153778,0.00146164,4.834e-05,3.2722,221071.0,2.54266,5843704983.850893,6552381640.075885,10000000000.0,0.376287,-99.59468,2023-12-12T13:44:51.303Z,0.00146043,4.43282,2026-06-14T18:55:50.311Z,,2026-06-20T00:04:43.513Z
hodl-etf,sn118,Ditto,https://coin-images.coingecko.com/coins/images/70495/large/DITTO_LOGO.png?1777708628,4.28,8862380,1230,8862380,689388.0,4.42,4.02,-0.13269630360040896,-3.00486,-265405.3572913557,-2.90766,2068955.200365808,2068955.200365808,,8.07,-47.02805,2026-06-14T08:20:29.119Z,0.58074,635.66501,2026-02-11T17:10:27.324Z,,2026-06-20T00:04:46.750Z
bnbtiger,bnbtigerog,BNB Tiger OG,https://coin-images.coingecko.com/coins/images/22565/large/tigerog.png?1760255309,1e-18,8837596,1232,8837596,105658.0,1e-18,1e-18,0.0,3.64264,307643.0,3.60662,9.999999999999999e+24,9.999999999999999e+24,,3.3387e-13,-99.99974,2023-10-28T11:30:06.537Z,0.0,27114.94313,2022-09-21T22:57:47.888Z,,2026-06-20T00:04:43.164Z
achain,act,Achain,https://coin-images.coingecko.com/coins/images/1147/large/achain-logo.png?1696502238,0.01028122,8815530,1234,10281215,293776.0,0.01161358,0.00880448,0.00108308,11.77499,928676.0,11.77499,857440445.0,1000000000.0,,1.48,-99.30823,2018-01-09T00:00:00.000Z,5.972e-05,17023.55474,2025-02-28T06:28:35.782Z,,2026-06-20T00:04:42.463Z
paris-saint-germain-fan-token,psg,Paris Saint-Germain Fan Token,https://coin-images.coingecko.com/coins/images/11620/large/PSG.png?1741772294,0.547355,8815197,1233,10876556,8707899.0,0.56884,0.539791,0.00575408,1.06242,89783.0,1.02899,16120384.9143673,19890000.0,19890000.0,58.79,-99.06945,2021-04-27T04:13:36.909Z,0.532248,2.78312,2026-06-10T22:20:24.036Z,,2026-06-20T00:04:42.578Z
vitadao,vita,VitaDAO,https://coin-images.coingecko.com/coins/images/16580/large/QmRjwywiAfpzSfQTuWM3zCTghSHN7G6ohQaar7Ht6WANUp.png?1696516140,0.332594,8716229,1239,9399880,15986.82,0.357853,0.331486,-0.020899397005448073,-5.91225,-489681.1246638801,-5.3192,26049105.053822726,28092246.76917373,64298880.0,7.05,-95.28174,2025-01-03T21:30:38.598Z,0.0,1.1349214846196254e+28,2021-12-13T10:32:39.011Z,,2026-06-20T00:04:42.905Z
iagon,iag,Iagon,https://coin-images.coingecko.com/coins/images/3264/large/d8c5hLbX9u0GwYCKcZRbXS2vAQ0Vd-Hfjg-3zQ73ucSZQoFYsLH4NEKN8EQkwwBVR8OPJgrTRG-_dW_XVHL058ezYSvwsSB4bjYtHH7xjZNHBaAaX1NZl7axG8zm2FIRV6AUmgdmxcbP0BcuWvUJkcUKrYYEDf0Msx2_3arxgmS1V85YMb_1SVbWt6E3QnkpvLcGyC0SxN6rGTr.jpg?1696503977,0.02313185,8695829,1235,23125947,343942.0,0.02482662,0.02267428,-0.000277831953708219,-1.18682,-104800.56075731851,-1.19083,376020434.0,1000000000.0,1000000000.0,0.389333,-94.06042,2025-03-02T16:46:42.002Z,0.00070422,3183.75105,2022-11-07T09:14:32.045Z,"{'times': -0.8072345426239265, 'currency': 'usd', 'percentage': -80.72345426239264}",2026-06-20T00:04:44.036Z
the-original-doge,ogdoge,The Original Doge,https://coin-images.coingecko.com/coins/images/102173204/large/bafkreiehbpfgronbmzour2tx7dhh363qhhy2a2f73agakett4klh5eubfq.ipfs.dweb.link.jpeg?1778343166,0.00994885,8688277,1263,9185398,1203382.0,0.0103174,0.00540575,0.00101383,11.34667,940037.0,12.13227,873858675.949074,923858675.949074,1000000000.0,0.01506853,-34.01858,2026-06-16T20:45:31.517Z,9.29e-05,10602.39518,2026-05-09T16:15:18.139Z,,2026-06-20T00:04:42.348Z
wibx,wbx,Wibx,https://coin-images.coingecko.com/coins/images/11009/large/wibx_new_logo.png?1696510957,0.00073772,8667872,1236,8667872,8471.83,0.00080221,0.00072186,-5.1000312030628e-05,-6.46622,-598934.3558015451,-6.46322,11751286309.0,11751286309.0,12000000000.0,0.04239935,-98.26033,2021-03-12T15:58:50.609Z,0.00018438,300.04277,2025-06-06T02:37:13.726Z,,2026-06-20T00:04:42.442Z
supra,supra,Supra,https://coin-images.coingecko.com/coins/images/35836/large/photo_2024-03-09_19-25-08.jpg?1709983533,0.00027487,8666439,1237,22470387,342916.0,0.0002865,0.000266,-1.1257308565254e-05,-3.93431,-344796.4531296827,-3.82629,31513877996.27842,81709341299.62956,100000000000.0,0.072675,-99.62207,2024-12-08T11:50:10.221Z,0.000266,3.25559,2026-06-19T07:30:44.842Z,,2026-06-20T00:04:44.360Z
sandisk-ondo-tokenized,sndkon,SanDisk (Ondo Tokenized),https://coin-images.coingecko.com/coins/images/102172440/large/sndkon_160x160.png?1773419692,2198.6,8651548,1238,8651548,1543164.0,2207.56,2172.74,-4.872233053327818,-0.22112,-26357.675399377942,-0.30373,3939.378301517817,3939.378301517817,,2211.0,-0.67059,2026-06-18T22:10:28.306Z,554.14,296.32295,2026-03-30T23:54:37.586Z,,2026-06-20T00:04:42.166Z
swarms,swarms,Swarms,https://coin-images.coingecko.com/coins/images/52988/large/swarms.jpg?1734921510,0.00863754,8646383,1243,8646383,7352658.0,0.00870119,0.00759411,0.00090166,11.6555,910171.0,11.76508,999984830.56,999984830.56,1000000000.0,0.605474,-98.57208,2025-01-07T08:50:45.058Z,0.00551664,56.71988,2026-06-06T05:10:26.365Z,,2026-06-20T00:04:45.425Z
data-ownership-protocol-2,dop2,Data Ownership Protocol 2,https://coin-images.coingecko.com/coins/images/69778/large/DOP_Logo_Icon_Dark.png?1759580851,0.0014066,8641408,1241,34210503,128309.0,0.00141239,0.00138565,2.01e-06,0.143,6120.24,0.07087,6144420246.98297,24325167645.1807,,0.04226095,-96.67215,2025-10-05T22:05:49.743Z,0.001379,1.98543,2026-06-18T17:35:45.519Z,,2026-06-20T00:04:46.479Z
yieldnest-rwa-max,ynrwax,YieldNest RWA MAX,https://coin-images.coingecko.com/coins/images/66782/large/ynRWAx.png?1750492670,0.992336,8628929,1242,8628929,352.98,1.003,0.991964,-0.002161432212258507,-0.21734,-18557.417428707704,-0.2146,8695259.820574503,8695259.820574503,,1.073,-7.4775,2025-11-21T02:11:24.477Z,0.233792,324.4682,2025-12-24T15:38:28.113Z,,2026-06-20T00:04:54.069Z
pulsechain-peacock,pcock,PulseChain Peacock,https://coin-images.coingecko.com/coins/images/67981/large/1000021208.png?1754479800,0.01015764,8593430,1240,8593430,38502.0,0.01023431,0.00989633,-4.8223434671084e-05,-0.47251,-11461.450638106093,-0.1332,845602003.742706,845602003.742706,1000000000.0,0.02875,-64.65211,2025-11-03T21:02:08.838Z,0.00191136,431.69041,2025-09-22T16:10:22.122Z,,2026-06-20T00:04:47.836Z
dippy,sn11,Dippy,https://coin-images.coingecko.com/coins/images/66329/large/dippy.jpg?1749226296,2.08,8572263,1245,8572263,63405.0,2.16,2.01,-0.07856424381059446,-3.63902,-337493.7183904033,-3.78791,4131321.963577168,4131321.963577168,21000000.0,8.45,-75.42992,2025-08-28T22:27:19.345Z,1.23,68.21732,2026-02-11T20:36:17.619Z,,2026-06-20T00:04:45.705Z
uranium,xu3o8,Uranium,https://coin-images.coingecko.com/coins/images/67758/large/xu.png?1753733711,5.36,8568022,1244,8568022,555180.0,5.39,5.34,-0.021624794080390863,-0.40169,-49085.76306765154,-0.56963,1600000.0,1600000.0,1600000.0,6.96,-23.00032,2026-01-29T08:02:04.021Z,4.43,20.91917,2025-07-30T12:14:46.373Z,,2026-06-20T00:04:46.145Z
coinmetro,xcm,Coinmetro,https://coin-images.coingecko.com/coins/images/3125/large/XCM_Token_Logo_.png?1696503850,0.02834261,8567059,1246,8771903,9933.77,0.03060971,0.02822775,-0.002252280742685405,-7.36162,-680792.026790008,-7.36162,302267836.2815,309495263.6181031,,0.923577,-96.93121,2022-02-16T09:33:07.233Z,0.01235123,129.47201,2019-05-04T00:00:00.000Z,"{'times': -0.7963892993218267, 'currency': 'usd', 'percentage': -79.63892993218268}",2026-06-20T00:04:43.847Z
aos-2,sn79,τaos,https://coin-images.coingecko.com/coins/images/66444/large/taos-logo.jpg?1749381630,2.11,8556741,1248,8556741,133568.0,2.19,2.02,-0.07978514165406914,-3.64693,-336860.79917171784,-3.78768,4069894.494887455,4069894.494887455,21000000.0,4.21,-50.08304,2026-05-10T18:05:24.966Z,0.447803,369.51711,2025-10-10T21:25:43.407Z,,2026-06-20T00:04:45.756Z
thunder-token,tt,ThunderCore,https://coin-images.coingecko.com/coins/images/4375/large/ThunderCore_Logo_Mark_Gradient_%283%29.png?1696504974,0.00061982,8555352,1247,8555352,379939.0,0.00064747,0.00061427,-2.3758407962779e-05,-3.69162,-372252.2402179744,-4.16968,13804042322.0,13804042322.0,,0.052424,-98.81927,2019-05-09T05:30:13.492Z,0.00061427,0.76814,2026-06-19T06:15:06.456Z,"{'times': -0.95867882775774, 'currency': 'usd', 'percentage': -95.867882775774}",2026-06-20T00:04:44.742Z
lodesupply,lode,LODEsupply,https://coin-images.coingecko.com/coins/images/70908/large/hmy4gpcbkojuuf4zlu98890zob55.?1764488991,2.86,8551777,1249,8551740,0.0,,,,,,,2994441.93269252,2994441.93269252,,13.12,-78.22551,2025-11-30T15:00:16.652Z,1.9,50.45229,2025-12-04T13:49:29.973Z,,2026-05-25T21:24:26.438Z
