id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
adventure-gold,agld,Adventure Gold,https://coin-images.coingecko.com/coins/images/18125/large/lpgblc4h_400x400.jpg?1696517628,0.154955,13513567,1001,14348214,6070860.0,0.15991,0.15378,-0.004343166772235812,-2.72644,-416865.0757125616,-2.99248,87430001.0,92830001.0,96000000.0,7.7,-97.99304,2021-09-03T11:41:40.240Z,0.15378,0.52173,2026-06-19T12:35:55.806Z,,2026-06-20T00:04:43.146Z
portal-2,portal,Portal,https://coin-images.coingecko.com/coins/images/35436/large/portal.jpeg?1708590254,0.0168497,13488680,996,16845391,34397989.0,0.01721962,0.0141909,0.00227169,15.583,1838225.0,15.77814,800734194.0901614,1000000000.0,1000000000.0,3.36,-99.50088,2024-02-29T10:05:01.008Z,0.00734734,128.18556,2026-05-29T07:50:23.475Z,,2026-06-20T00:04:44.552Z
joe,joe,JOE,https://coin-images.coingecko.com/coins/images/17569/large/LFJ_JOE_Logo.png?1727200941,0.02952026,13459508,1002,14711488,5046882.0,0.03015932,0.02909175,-0.00042294220195857,-1.41248,-234523.36182829924,-1.7126,457181657.224341,499707918.0306486,500000000.0,5.09,-99.42121,2021-11-21T14:27:00.202Z,0.02658814,10.74049,2021-08-11T14:01:35.223Z,,2026-06-20T00:04:43.065Z
esui-dollar,suiusde,eSui Dollar,https://coin-images.coingecko.com/coins/images/102172002/large/suiusdecorrect.png?1770891184,0.999826,13457180,1003,13457180,39775.0,1.023,0.999653,-0.000425965202999978,-0.04259,-7097.573272783309,-0.05271,13460754.077066,13460754.077066,,1.062,-5.84552,2026-03-05T16:45:14.615Z,0.987601,1.22882,2026-04-14T16:10:23.420Z,,2026-06-20T00:04:50.915Z
sofi-technologies-ondo-tokenized-stock,sofion,SoFi Technologies (Ondo Tokenized Stock),https://coin-images.coingecko.com/coins/images/71579/large/sofion_160x160.webp?1768405245,17.87,13452966,1004,13452966,54902.0,17.92,17.84,0.00995087,0.05571,5373.51,0.03996,752693.2255261946,752693.2255261946,,27.25,-34.40287,2026-01-15T17:37:44.505Z,14.79,20.80778,2026-05-25T15:10:46.231Z,,2026-06-20T00:04:46.867Z
marsmi,marsmi,MarsMi,https://coin-images.coingecko.com/coins/images/67592/large/MarsMi_200x200.png?1753214052,0.01340712,13427249,1005,13427249,313962.0,0.01355502,0.01321639,8.211e-05,0.61624,102019.0,0.76561,999999276.674505,999999276.674505,1000000000.0,0.187525,-92.85049,2025-07-28T06:20:32.123Z,0.01153154,16.26475,2026-06-06T05:05:45.582Z,,2026-06-20T00:04:45.979Z
proton-loan,loan,Loan Protocol,https://coin-images.coingecko.com/coins/images/22859/large/Loan-Logo.png?1696522160,0.00039294,13399456,1006,44982545,110165.0,0.00040183,0.00038115,-3.131063399252e-06,-0.79054,-48081.242706373334,-0.35755,33648855132.638817,112960643530.999,,0.00278796,-85.71663,2025-08-09T21:02:53.778Z,4.11e-06,9595.77813,2023-09-03T12:29:45.262Z,,2026-06-20T00:04:43.282Z
moviebloc,mbl,MovieBloc,https://coin-images.coingecko.com/coins/images/8460/large/MBL_Logo.png?1696508646,0.00068389,13397854,1007,20660942,2025464.0,0.00069483,0.0006662,-7.178894822719e-06,-1.03881,3206.15,0.02394,19453887214.0,30000000000.0,30000000000.0,0.0450322,-98.46922,2021-04-02T01:08:31.856Z,0.00042973,60.41294,2019-10-25T08:25:31.503Z,,2026-06-20T00:04:46.949Z
epic-chain,epic,Epic Chain,https://coin-images.coingecko.com/coins/images/54734/large/PFP.png?1753421273,0.399934,13386492,1008,13386492,16139660.0,0.59271,0.39812,-0.18495763855428066,-31.62252,-6283416.708141094,-31.94431,33600000.0,33600000.0,33600000.0,3.2,-87.52352,2025-08-20T15:57:23.043Z,0.192233,107.5085,2026-05-29T04:15:25.109Z,,2026-06-20T00:04:45.537Z
trusta-ai,ta,Trusta AI,https://coin-images.coingecko.com/coins/images/67453/large/trusta.jpg?1752832178,0.074315,13357787,1015,74209929,1432998.0,0.074272,0.068788,0.00458518,6.57561,820689.0,6.54608,180000000.0,1000000000.0,1000000000.0,0.369021,-79.8906,2025-09-08T16:51:40.769Z,0.01882585,294.18107,2025-12-24T09:38:04.225Z,,2026-06-20T00:04:53.634Z
microstrategy-ondo-tokenized-stock,mstron,MicroStrategy (Ondo Tokenized Stock),https://coin-images.coingecko.com/coins/images/68530/large/mstron_160x160.png?1756100941,113.72,13345989,1016,13345989,866435.0,113.59,111.75,1.48,1.31583,169065.0,1.28304,117371.0660211646,117371.0660211646,,362.7,-68.64859,2025-10-06T14:08:13.315Z,101.13,12.43917,2026-02-06T00:21:01.650Z,,2026-06-20T00:04:46.196Z
pathusd,pathusd,pathUSD,https://coin-images.coingecko.com/coins/images/102172558/large/pathusd.png?1773892466,0.999601,13343387,1010,13343387,8449.96,0.999996,0.999507,-0.00038368416922796,-0.03837,88953.0,0.67112,13349961.639981,13349961.639981,,1.003,-0.30396,2026-05-09T22:20:10.293Z,0.989606,1.00052,2026-05-30T07:20:21.312Z,,2026-06-20T00:04:42.583Z
avail,avail,Avail,https://coin-images.coingecko.com/coins/images/37372/large/avail-logo-200-200.png?1761925657,0.00343451,13330371,1011,36610643,246161.0,0.00345367,0.00342408,-8.490766399122e-06,-0.24661,-22419.082468878478,-0.1679,3879360359.0,10654307507.0,,0.239543,-98.56534,2024-07-24T19:21:34.324Z,0.00323747,6.15189,2026-06-10T06:41:05.230Z,,2026-06-20T00:04:44.428Z
codatta,xny,Codatta,https://coin-images.coingecko.com/coins/images/66837/large/wrapped_white_%282%29.png?1755659267,0.00532748,13325414,1013,53301656,1866308.0,0.00544104,0.00511459,-0.000101109278967725,-1.86253,-253447.26491757482,-1.86648,2500000000.0,10000000000.0,10000000000.0,0.02844115,-81.26879,2025-08-15T20:21:47.378Z,0.00218802,143.47914,2025-10-10T21:31:38.739Z,,2026-06-20T00:04:54.904Z
marlin,pond,Marlin,https://coin-images.coingecko.com/coins/images/8903/large/200x200.png?1706115827,0.00162365,13323461,1012,16243381,2905654.0,0.00164159,0.00159544,2.593e-05,1.62312,231820.0,1.77075,8202394162.0,10000000000.0,10000000000.0,0.323362,-99.49787,2020-12-21T23:37:33.267Z,0.00135057,20.22316,2026-05-23T08:20:56.196Z,,2026-06-20T00:04:47.119Z
kishu-inu,kishu,Kishu Inu,https://coin-images.coingecko.com/coins/images/14890/large/uVLzCoP.png?1696514553,1.37931e-10,13308607,1014,13308607,83073.0,1.4736e-10,1.31139e-10,-8.782882e-12,-5.98639,-881601.428230904,-6.21274,9.647343973395099e+16,9.647343973395099e+16,1e+17,1.7547e-08,-99.21379,2021-05-15T02:19:47.919Z,2.2426e-11,515.16496,2026-02-05T21:02:26.878Z,,2026-06-20T00:04:43.072Z
farcana,far,FAR Labs,https://coin-images.coingecko.com/coins/images/34690/large/2025-12-16_12.32.57.jpg?1765892251,0.00273375,13300928,1009,13630571,159058.0,0.00276112,0.00271305,-2.595647700224e-06,-0.09486,-43840.671021882445,-0.32852,4879079476.113317,5000000000.0,5000000000.0,0.215105,-98.73264,2024-01-28T13:28:21.398Z,0.00015368,1673.97408,2025-08-03T07:23:04.511Z,,2026-06-20T00:04:44.167Z
bitmind,sn34,BitMind,https://coin-images.coingecko.com/coins/images/66422/large/bitmind-logo.jpg?1749376747,2.88,13196693,1018,13196693,16824.39,2.97,2.79,-0.09570999727632401,-3.2187,-439535.02950472385,-3.22329,4597615.661050546,4597615.661050546,21000000.0,11.75,-75.56913,2025-06-10T11:46:21.451Z,2.12,35.18824,2026-02-11T17:10:48.350Z,,2026-06-20T00:04:45.959Z
mey-network,mey,Mey Network,https://coin-images.coingecko.com/coins/images/52249/large/logo_mey_200.png?1732828172,0.04929566,13146406,1020,113297072,300178.0,0.050469,0.04886776,-0.000241140965534195,-0.48679,-74127.88960538432,-0.5607,266880094.53905484,2300000000.0,2300000000.0,0.49165,-89.97386,2024-12-12T19:35:54.357Z,0.02205244,123.52859,2025-06-23T15:04:15.387Z,,2026-06-20T00:04:55.898Z
goatseus-maximus,goat,Goatseus Maximus,https://coin-images.coingecko.com/coins/images/50717/large/GOAT_LOGO_NEW.jpg?1731292759,0.01314894,13142674,1023,13142674,2659844.0,0.01343104,0.01299252,-0.000221838176920248,-1.65913,-247598.78671632893,-1.84909,999979205.925211,999979205.925211,1000000000.0,1.35,-99.02693,2024-11-17T13:01:21.319Z,0.01232896,6.62005,2026-06-06T05:10:46.812Z,,2026-06-20T00:04:55.859Z
zcoin,firo,Firo,https://coin-images.coingecko.com/coins/images/479/large/firocoingecko.png?1696501734,0.69969,13101489,1021,13101489,290519.0,0.718483,0.690401,-0.018485095449988664,-2.5739,-343381.8752854075,-2.554,18712900.79435479,18712900.79435479,21400000.0,139.77,-99.49907,2017-12-26T00:00:00.000Z,0.279591,150.41271,2016-12-02T00:00:00.000Z,,2026-06-20T00:04:44.894Z
bertram-the-pomeranian,bert,Bertram The Pomeranian,https://coin-images.coingecko.com/coins/images/51480/large/photo_2025-04-22_23.04.39.png?1745405423,0.01345036,13094116,1022,13094116,653743.0,0.01457056,0.01323095,-0.001037521182493813,-7.1613,-1077679.2365222871,-7.60439,976875360.744848,976875360.744848,979947881.0,0.188598,-92.88289,2024-11-15T13:00:48.208Z,0.00148588,803.34891,2024-11-13T13:39:36.066Z,,2026-06-20T00:04:45.203Z
metadium,meta,Metadium,https://coin-images.coingecko.com/coins/images/5247/large/metadium_symbol_black.png?1729148922,0.00749576,13024772,1019,14991605,81060.0,0.00766144,0.00739451,-0.000107677056370999,-1.41616,-181286.0492202714,-1.37275,1737608720.0,2000000000.0,2000000000.0,0.452667,-98.34273,2021-04-01T01:24:04.623Z,0.00295026,154.27941,2020-03-13T02:24:18.338Z,"{'times': -0.9628441181944276, 'currency': 'eth', 'percentage': -96.28441181944275}",2026-06-20T00:04:45.100Z
atletico-madrid,atm,Atletico Madrid Fan Token,https://coin-images.coingecko.com/coins/images/11689/large/ATM.png?1741425591,1.53,12961058,1024,15228224,16798796.0,1.68,1.36,0.148403,10.76858,1319320.0,11.33267,8511208.0,10000000.0,10000000.0,58.46,-97.38961,2021-05-16T13:28:09.717Z,0.752321,102.844,2026-02-06T00:21:31.888Z,,2026-06-20T00:04:58.581Z
roll-2,roll,ROLL,https://coin-images.coingecko.com/coins/images/71618/large/token_image_roll.png?1768563479,0.083255,12905047,1025,83258367,219562.0,0.08441,0.079417,-5.512406661709e-05,-0.06617,-9086.29098770395,-0.07036,154999999.0,1000000000.0,1000000000.0,0.18368,-54.67514,2026-01-19T10:41:46.883Z,0.02142457,288.58471,2026-05-18T15:35:09.980Z,,2026-06-20T00:04:46.837Z
quai-network,quai,Quai Network,https://coin-images.coingecko.com/coins/images/27928/large/QuaiLogoFinal.png?1696526947,0.01251894,12894579,1026,12895668,127419.0,0.01428326,0.01230449,-0.000441909683885766,-3.40957,-459832.4726611655,-3.4433,1029499931.0,1029586930.0,,0.3634,-96.55331,2025-02-23T23:55:42.685Z,0.0109038,14.87065,2026-06-18T16:06:04.335Z,,2026-06-20T00:04:43.588Z
theros,theros,Theros,https://coin-images.coingecko.com/coins/images/102172193/large/theros.png?1772081894,0.198954,12887990,1027,41496535,268.52,0.199893,0.192847,0.00012209,0.0614,-7024.855218445882,-0.05448,64746352.0,208469220.23847,210000000.0,0.292371,-32.01591,2026-03-16T22:10:33.893Z,0.173797,14.36618,2026-06-06T05:06:04.473Z,,2026-06-20T00:04:42.131Z
diamond-token-2,dit,DIAMOND TOKEN 💎,https://coin-images.coingecko.com/coins/images/69133/large/IMG_20250424_111827_128.jpg?1757583518,0.128066,12807224,1028,12807224,54632.0,0.128076,0.128041,2.192e-05,0.01712,2298.19,0.01795,100000000.0,100000000.0,100000000.0,0.149863,-14.54029,2026-03-10T00:42:09.445Z,0.04022559,218.38503,2025-10-25T06:56:21.003Z,,2026-06-20T00:04:46.338Z
citrea,ctr,Citrea,https://coin-images.coingecko.com/coins/images/102173169/large/CTR.png?1778226916,0.01067428,12802613,1033,106688445,10825398.0,0.01092904,0.01040848,0.00024955,2.39387,267123.0,2.13093,1200000000.0,10000000000.0,10000000000.0,0.04117591,-74.08895,2026-05-26T13:05:09.377Z,0.01033168,3.26601,2026-06-18T23:10:02.978Z,,2026-06-20T00:04:54.709Z
blockv,vee,BLOCKv,https://coin-images.coingecko.com/coins/images/1266/large/blockv.png?1696502339,0.00659873,12778093,1032,12778093,1328.34,0.00666337,0.00625004,9.102e-05,1.39872,132443.0,1.04734,1936961895.272993,1936961895.272993,3646271241.0,0.356889,-98.14997,2018-01-07T00:00:00.000Z,1.06e-05,62188.22567,2020-04-06T10:03:57.025Z,"{'times': -0.7800421695794478, 'currency': 'usd', 'percentage': -78.00421695794479}",2026-06-20T00:04:42.653Z
slash-vision-labs,svl,Slash Vision Labs,https://coin-images.coingecko.com/coins/images/37444/large/svl.jpeg?1714443652,0.00757285,12777145,1029,75671851,308688.0,0.00760232,0.00755053,5.75e-06,0.07597,-27887.453029813245,-0.21779,1688493756.9101188,10000000000.0,10000000000.0,0.070984,-89.32861,2025-09-29T00:35:13.892Z,0.00231274,227.53148,2025-03-28T05:45:44.641Z,,2026-06-20T00:04:44.329Z
streamex-gldy,gldy,Streamex GLDY,https://coin-images.coingecko.com/coins/images/102172460/large/Logo.png?1773465643,4149.47,12770938,1030,12770938,0.0,4190.14,4126.42,-40.66600000000017,-0.97052,-125158.87050026841,-0.97052,3077.727598,3077.727598,,5012.06,-17.21021,2026-03-18T08:00:05.130Z,4033.2,2.88282,2026-06-10T23:20:05.765Z,,2026-06-20T00:00:10.255Z
capybara-nation,bara,Capybara Nation,https://coin-images.coingecko.com/coins/images/51932/large/Capybara_Icon_1.png?1732205150,1.27384e-07,12756801,1034,12756801,3077.15,1.28954e-07,1.25366e-07,-1.09139402e-09,-0.84949,-44958.20463627949,-0.35119,100000000000000.0,100000000000000.0,100000000000000.0,2.211e-05,-99.4239,2024-11-23T00:25:14.377Z,1.23098e-07,3.489,2026-06-06T04:45:27.752Z,,2026-06-20T00:04:45.568Z
yfsx,yfsx,YFSX,https://coin-images.coingecko.com/coins/images/102172688/large/IMG_5902.jpeg?1774850788,634.83,12712151,1031,12712151,7332.45,643.85,623.65,-6.702246298978821,-1.04472,-15472.830853328109,-0.12157,19999.0,19999.0,19999.0,837.86,-24.27471,2026-04-22T14:15:21.571Z,584.47,8.5548,2026-06-05T19:20:43.743Z,,2026-06-20T00:04:49.393Z
diam,diam,DIAM,https://coin-images.coingecko.com/coins/images/54369/large/diam.jpg?1739416154,0.00628573,12691097,1035,33970179,72692.0,0.00636373,0.00628045,-7.1473353056509e-05,-1.12429,-135770.56873545237,-1.05849,2017960687.773838,5401462494.449951,10000000000.0,0.03310188,-81.00087,2025-02-13T03:10:08.189Z,0.00628045,0.13719,2026-06-19T22:20:31.929Z,,2026-06-20T00:04:45.358Z
hakimi,哈基米,哈基米 (Hajimi),https://coin-images.coingecko.com/coins/images/69928/large/zcslpjiz4jgzaot9e2f7ltpvgge9.?1760046765,0.01260443,12647863,1037,12647863,959570.0,0.01281475,0.01203455,-1.0062835676412e-05,-0.07977,23905.0,0.18936,1000000000.0,1000000000.0,1000000000.0,0.081,-84.38552,2025-10-11T09:21:48.244Z,0.00448738,181.85103,2026-03-27T18:01:36.027Z,,2026-06-20T00:04:55.194Z
og-fan-token,og,OG Fan Token,https://coin-images.coingecko.com/coins/images/11663/large/OG_400px_%282%29.png?1769068991,2.68,12639193,1038,13417983,3348019.0,2.75,2.51,0.146981,5.8099,724194.0,6.078,4709796.0,5000000.0,5000000.0,24.78,-89.1437,2025-09-10T22:17:25.303Z,1.18,127.63788,2022-05-12T06:17:01.402Z,,2026-06-20T00:04:59.028Z
alethea-artificial-liquid-intelligence-token,ali,Artificial Liquid Intelligence,https://coin-images.coingecko.com/coins/images/22062/large/ALI-v2.webp?1728501978,0.00134633,12627056,1036,13286800,101154.0,0.00135197,0.00132327,5.00504e-07,0.03719,124695.0,0.99737,9380772344.0,9870903732.81426,9870903732.81426,0.201312,-99.33021,2022-04-02T01:23:27.379Z,0.00129402,4.1997,2026-05-26T10:36:04.342Z,,2026-06-20T00:04:43.159Z
stbl,stbl,STBL,https://coin-images.coingecko.com/coins/images/69277/large/stbl.png?1758022676,0.02522687,12604468,1039,252089353,3379307.0,0.02591057,0.02370792,0.0007485,3.05779,361516.0,2.95285,500000000.0,10000000000.0,10000000000.0,0.599171,-95.79267,2025-09-24T22:07:48.250Z,0.02173388,15.98984,2026-06-06T04:46:05.543Z,,2026-06-20T00:04:54.134Z
ai-companions,aic,AI Companions,https://coin-images.coingecko.com/coins/images/40130/large/AI_Companions.png?1725942702,0.01251848,12600970,1051,12600970,795916.0,0.01496497,0.01236198,-0.00212033897091601,-14.48435,-1851754.7479318809,-12.8125,1000000000.0,1000000000.0,1000000000.0,0.580508,-97.84611,2025-10-05T13:10:48.049Z,0.01236198,1.14488,2026-06-19T22:45:26.322Z,,2026-06-20T00:04:44.802Z
usd-coinvertible,usdcv,USD CoinVertible,https://coin-images.coingecko.com/coins/images/69726/large/usd-coinvertible.png?1759401966,0.9988,12590007,1040,12590007,19777064.0,0.999973,0.998494,-0.000206644362593433,-0.02068,-3491.044604472816,-0.02772,12600890.0,12600890.0,,1.13,-11.78872,2025-10-10T21:26:30.938Z,0.978779,2.07982,2025-10-10T21:17:49.442Z,,2026-06-20T00:04:46.487Z
ishares-gold-trust-ondo-tokenized-stock,iauon,iShares Gold Trust (Ondo Tokenized Stock),https://coin-images.coingecko.com/coins/images/68653/large/iauon_160x160.png?1756156321,79.25,12572237,1043,12572237,445207.0,79.31,78.79,0.075179,0.09495,7451.12,0.0593,158631.8120461616,158631.8120461616,,393.76,-79.87256,2025-11-02T14:07:45.936Z,41.6,90.52319,2025-11-03T16:26:54.783Z,,2026-06-20T00:04:46.285Z
vcred,vcred,VCRED,https://coin-images.coingecko.com/coins/images/69495/large/vcred.jpg?1758767359,0.997122,12563743,1041,997122479,3.0,,,,,,,12600000.0,1000000000.0,,1.012,-1.47586,2026-01-19T02:27:10.011Z,0.978677,1.88477,2025-11-22T02:42:06.654Z,,2026-06-17T20:39:05.053Z
osaka-protocol,osak,Osaka Protocol,https://coin-images.coingecko.com/coins/images/30911/large/OSAK_LOGO_200x200.png?1723662197,1.6584e-08,12550227,1042,12550227,68366.0,1.6893e-08,1.6339e-08,-1.12687906e-10,-0.67492,-153641.70604889095,-1.20941,761459784660251.2,761459784660251.2,1000000000000000.0,4.37636e-07,-96.23387,2024-03-07T00:15:21.505Z,1.2854e-08,28.22069,2023-07-07T22:32:20.214Z,,2026-06-20T00:04:55.512Z
tokenos-ai,tos,TokenOS AI,https://coin-images.coingecko.com/coins/images/68900/large/tokenos.png?1756918876,0.01255018,12545600,1045,12545600,19558.78,0.01306306,0.01212894,-0.000302655016912297,-2.35477,-271916.654549798,-2.12145,999784433.176682,999784433.176682,1000000000.0,0.01306306,-3.93512,2026-06-19T16:25:27.911Z,8.114e-05,15365.29847,2025-09-23T15:29:07.898Z,,2026-06-20T00:04:46.272Z
harrypotterobamasonic10in,bitcoin,HarryPotterObamaSonic10Inu (ETH),https://coin-images.coingecko.com/coins/images/30323/large/hpos10i_logo_casino_night-dexview.png?1696529224,0.01247251,12519274,1044,12519274,2933514.0,0.01317661,0.0119708,6.995e-05,0.56398,48382.0,0.38796,999798155.0,999798155.0,1000000000.0,0.373421,-96.62092,2024-10-13T05:00:06.998Z,0.00066337,1802.14594,2023-05-31T23:11:46.784Z,,2026-06-20T00:04:55.584Z
superform,up,Superform,https://coin-images.coingecko.com/coins/images/70945/large/superform.png?1764747920,0.061873,12510170,1047,62041400,4905161.0,0.064705,0.060557,0.00015499,0.25113,65171.0,0.52367,201642286.0,1000000000.0,1000000000.0,0.276468,-77.55929,2026-05-13T14:40:59.864Z,0.02760955,124.70967,2026-02-18T01:15:42.766Z,,2026-06-20T00:04:46.915Z
corgiai,corgiai,CorgiAI,https://coin-images.coingecko.com/coins/images/30933/large/Token.png?1696529775,3.434e-05,12492920,1046,12492920,11530.77,3.539e-05,3.316e-05,-1.91559023089e-07,-0.55477,19373.39,0.15532,361137554332.34717,361137554332.34717,500000000000.0,0.0042301,-99.1829,2024-03-02T22:59:31.763Z,3.113e-05,11.0187,2026-06-10T18:20:25.679Z,,2026-06-20T00:04:43.792Z
spacex-backpack-securities,spcx,SpaceX (Backpack Securities),https://coin-images.coingecko.com/coins/images/102173747/large/HbrI04tM_400x400.jpg?1781237061,179.88,12455535,1048,12455535,14402960.0,183.62,177.22,-0.3905654217857659,-0.21665,-140089.5856753979,-1.11221,69261.158555,69261.158555,,222.29,-19.08492,2026-06-16T14:06:03.769Z,155.04,16.01449,2026-06-12T15:54:38.257Z,,2026-06-20T00:04:42.406Z
ishares-core-s-p-total-us-stock-market-etf-ondo-tokenized-etf,itoton,iShares Core S&P Total US Stock Market ETF (Ondo Tokenized ETF),https://coin-images.coingecko.com/coins/images/68543/large/itoton_160x160.png?1756105177,165.37,12435509,1049,12435509,612768.0,165.41,164.53,0.17358,0.10507,11128.05,0.08957,75196.23518355106,75196.23518355106,,169.35,-2.34948,2026-06-03T20:25:47.833Z,138.57,19.34106,2026-03-27T21:11:08.186Z,,2026-06-20T00:04:46.214Z
liquidity,sn77,Liquidity,https://coin-images.coingecko.com/coins/images/66382/large/liquidity-logo.jpg?1749277800,2.64,12415487,1050,12415487,339581.0,2.63,2.48,0.069041,2.68867,336372.0,2.78474,4720700.475835263,4720700.475835263,21000000.0,10.25,-74.34786,2025-06-14T02:25:22.912Z,0.64939,305.0095,2026-02-11T17:11:32.482Z,,2026-06-20T00:04:45.767Z
usdm-2,usdm,USDM,https://coin-images.coingecko.com/coins/images/38755/large/USDM_Logo_01.jpg?1744966625,1.011,12362618,1053,12362618,482916.0,1.045,0.987003,0.0132756,1.32998,114648.0,0.93605,12251323.24,12251323.24,,1.41,-28.18357,2025-03-02T16:41:52.531Z,0.529334,90.63614,2025-10-10T21:27:48.867Z,,2026-06-20T00:04:47.126Z
ambire-wallet,wallet,Ambire Wallet,https://coin-images.coingecko.com/coins/images/23154/large/wallet.PNG?1696522445,0.01702309,12355320,1052,12529852,58651.0,0.01713958,0.01685334,-3.4426758290861e-05,-0.20183,-26017.45185178891,-0.21013,725797891.9322343,736050599.5206076,1000000000.0,0.199652,-91.47363,2022-02-04T15:24:59.406Z,0.00329061,417.32277,2023-09-06T10:56:19.599Z,,2026-06-20T00:04:43.296Z
enso,enso,Enso,https://coin-images.coingecko.com/coins/images/66537/large/enso.jpg?1749697301,0.601305,12333825,1055,59902017,8908978.0,0.607419,0.579926,0.00712656,1.1994,54583.0,0.44452,20590000.0,100000000.0,127339703.0,4.63,-87.03426,2025-10-14T08:50:28.174Z,0.527186,13.94596,2026-06-06T05:05:45.669Z,,2026-06-20T00:04:46.114Z
space-id,id,SPACE ID,https://coin-images.coingecko.com/coins/images/29468/large/sid_token_logo_%28green2%29.png?1696528413,0.02878441,12329418,1054,57181830,10110088.0,0.03026121,0.02859191,-0.000687839017752739,-2.33385,-690267.1963887792,-5.30172,430506132.0,1996617244.0,2000000000.0,1.84,-98.43856,2024-03-17T10:31:23.059Z,0.02315136,23.84355,2026-06-06T05:05:22.162Z,,2026-06-20T00:04:46.085Z
wom-token,wom,WOM Protocol,https://coin-images.coingecko.com/coins/images/4559/large/wom_logo_small.png?1696505139,0.051927,12306596,1056,51926564,0.0,,,,,,,237000000.0,1000000000.0,1000000000.0,0.950545,-94.53718,2021-04-11T01:55:37.982Z,3.785e-05,137103.42671,2025-11-27T16:10:11.187Z,"{'times': 0.023766316691459333, 'currency': 'usd', 'percentage': 2.3766316691459335}",2026-05-26T03:58:04.850Z
h2o-2,h2o,H2O,https://coin-images.coingecko.com/coins/images/55719/large/h2o-asset-icon.png?1747213649,5.43,12243065,1057,12243065,433739.0,5.48,5.37,-0.034233742395997524,-0.62702,-60465.134096177295,-0.49145,2256579.749776324,2256579.749776324,,23.24,-76.65856,2025-05-29T03:41:03.293Z,5.2,4.26861,2026-06-06T05:20:48.021Z,,2026-06-20T00:04:45.784Z
abelian,abel,Abelian,https://coin-images.coingecko.com/coins/images/30417/large/Abelian_New_Logo.png?1735791768,0.088465,12238471,1058,19884136,37712.0,0.089096,0.082466,0.00490277,5.86722,647771.0,5.58871,138595853.0,225179981.0,,1.5,-94.10493,2024-01-12T02:12:30.206Z,0.03026827,192.26427,2024-11-12T09:16:55.762Z,,2026-06-20T00:04:43.704Z
fluent-network,blend,Fluent,https://coin-images.coingecko.com/coins/images/102172981/large/fluent_token_kraken_1x.webp?1776957074,0.060639,12232958,1059,61164791,43573460.0,0.06639,0.059172,0.00146734,2.47978,1069760.0,9.58292,200000000.0,1000000000.0,1000000000.0,0.273717,-77.6641,2026-04-24T13:05:05.503Z,0.053096,15.14358,2026-06-09T15:40:42.625Z,,2026-06-20T00:04:56.422Z
shardus,ult,Shardus,https://coin-images.coingecko.com/coins/images/8383/large/final_logo_photoshop.png?1696508575,0.02763329,12146398,1060,27633288,2.05,0.02828983,0.02751497,-0.000175406694269555,-0.63076,-77229.81106844172,-0.63181,439556760.33010703,1000000000.0,,2.19,-98.74029,2021-05-03T23:24:40.764Z,9.995e-05,27547.57095,2025-11-07T11:36:56.286Z,,2026-06-20T00:04:46.955Z
hopr,hopr,HOPR,https://coin-images.coingecko.com/coins/images/14061/large/Shared_HOPR_logo_512px.png?1696513786,0.01812159,12042633,1061,12461416,188090.0,0.01825945,0.01740591,2.67e-06,0.01475,-131953.62833370082,-1.08384,665960594.7412455,689119384.4812455,1000000000.0,0.951533,-98.10329,2021-03-30T00:00:00.000Z,0.01576442,14.48466,2026-06-07T01:36:06.260Z,,2026-06-20T00:04:42.704Z
verified-emeralds,verem,Verified Emeralds,https://coin-images.coingecko.com/coins/images/71720/large/logo_verem_200x200.jpg?1769060928,4.81,12035139,1062,240702810,229193.0,4.9,4.59,0.218071,4.74454,544495.0,4.73859,2499999.693824176,50000000.0,50000000.0,390.06,-98.76582,2026-01-22T22:53:13.930Z,2.7,78.35707,2026-05-21T01:55:28.406Z,,2026-06-20T00:04:46.881Z
orochi-network,on,Orochi Network,https://coin-images.coingecko.com/coins/images/70231/large/orochi_network.png?1761129486,0.082978,12009880,1066,58270080,138150.0,0.085548,0.08274,-0.000985801866751831,-1.17408,-120483.34893063083,-0.99324,144275000.0,700000000.0,1000000000.0,0.388143,-78.57096,2025-10-24T11:44:24.588Z,0.060622,37.20294,2026-02-10T17:21:02.203Z,,2026-06-20T00:04:46.617Z
lucidum,lucic,Lucidum,https://coin-images.coingecko.com/coins/images/70630/large/lucidium_400x400.jpg?1762856342,0.073281,11997501,1064,15229931,58962.0,0.075408,0.07272,-0.001621295256969135,-2.16454,-278074.87688415125,-2.26527,163681754.52572334,207781754.52572334,210000000.0,0.57327,-87.21411,2025-11-11T10:42:25.585Z,0.07272,0.79495,2026-06-19T11:10:08.366Z,,2026-06-20T00:04:46.574Z
taohash,sn14,Cacheon,https://coin-images.coingecko.com/coins/images/66306/large/icon-512.png?1779374390,2.85,11997394,1063,11997394,202907.0,2.96,2.59,-0.1152571652020602,-3.89046,-501822.54354504496,-4.01483,4224634.815936127,4224634.815936127,21000000.0,45.73,-93.78971,2025-06-11T16:25:30.456Z,1.38,105.68064,2026-02-11T17:10:02.972Z,,2026-06-20T00:04:46.300Z
